0,2.416561349,3,1.530360247,1,-0.8872131838,4,6,3,1,-1.667098412,2,5,6,4,1,2.621321579,1.068997656,9,1.582124243,4,4,1
0,0.8840569562,3,0.9727520043,2,-0.8872131838,2,3,1,0,-0.04383578711,2,4,6,4,1,2.185463712,0.8638776948,9,2.12858163,4,4,1
0,1.431379954,1,0.8017521433,2,-1.010565438,2,3,4,0,0.005353989409,3,4,4,4,2,2.314394377,-1.081530598,9,1.855352936,4,3,1
0,-0.6484474365,1,-0.2837252353,3,-0.2704519145,3,1,3,0,-1.076821094,2,3,6,4,2,1.073516377,1.542318992,9,1.582124243,4,3,1
1,-0.7579120359,2,-0.8388552188,2,-0.6405086761,3,4,3,0,-1.2735802,3,1,3,4,0,-0.8959154655,-1.529422679,9,2.12858163,4,3,0
0,2.08816755,2,0.2565351952,3,-0.3938041683,3,1,3,1,0.9891495199,4,4,2,1,1,1.425048915,0.5539498624,9,-1.15016269,3,4,3
0,1.102986155,2,-1.450985156,3,-0.7638609299,3,3,4,1,-0.8308722115,3,4,2,3,2,1.543571669,-0.5743504195,9,-0.8769339967,3,4,2
0,0.9935215556,1,-0.9231160199,2,-1.010565438,4,3,4,0,-1.2735802,3,5,4,4,2,2.787635765,1.001982436,9,0.4892094698,3,4,2
1,0.7745923567,1,1.421316857,1,-1.010565438,2,3,2,0,1.235098402,2,3,8,1,1,0.8451795312,-1.684105609,9,-0.3304766101,3,4,1
0,0.5556631577,1,0.3209699254,2,-1.010565438,2,1,4,1,-1.126010871,2,2,5,4,1,-0.09365661439,-1.441754969,9,-0.6037053034,3,4,1
1,0.6651277572,2,0.01118756851,2,0.9630706242,3,4,3,0,-1.371959753,2,1,3,3,1,-0.8636296976,0.1789737135,9,0.2159807765,3,4,1
0,-0.1011244391,1,0.122709217,2,-0.5171564222,4,1,2,1,0.7923904138,2,1,3,1,1,-0.6550466445,-0.1743664943,9,-0.3304766101,3,4,1
0,-1.086305834,1,-0.5241163442,2,-0.8872131838,1,3,1,0,-1.2735802,3,1,7,2,1,-0.6446387324,0.3257890285,9,-0.8769339967,3,4,1
0,0.3367339588,3,0.8637086147,2,-0.02374740672,5,1,4,0,-0.1422153402,2,2,9,4,1,-0.3455705666,-0.00998953882,9,-0.3304766101,3,4,1
1,2.307096749,2,-0.05324716173,2,-0.8872131838,1,1,4,0,-0.4373539993,2,1,7,4,2,-0.8757368606,-0.1305326395,9,-0.3304766101,3,4,1
1,1.212450755,1,-0.4373772843,2,-1.010565438,2,1,1,0,1.579426838,2,3,7,3,0,-0.2383053509,0.6997817256,9,-0.6037053034,3,4,0
0,1.321915354,2,-0.4125946957,2,0.09960484715,4,1,3,1,-1.519529083,3,5,4,1,0,2.583300839,1.584888409,9,-1.15016269,3,4,0
0,-0.1011244391,1,-0.9255942788,2,-0.8872131838,4,1,3,1,-0.6341131054,3,2,5,2,0,-0.2321455662,-1.684527088,9,-1.15016269,3,4,0
0,0.7745923567,1,-0.4398555431,2,-0.6405086761,3,3,4,0,-0.781682435,3,2,9,2,0,-0.1210570358,-1.280749849,9,-0.8769339967,3,4,0
0,-0.6484474365,1,1.475838552,1,-0.1470996606,2,3,4,1,1.481047285,4,1,8,2,0,-0.9332989863,1.446502682,9,0.7624381631,3,4,0
0,-0.8673766354,1,1.190838784,2,1.703184147,3,1,4,0,-0.5849233289,3,1,3,4,0,-0.9137576004,0.5415864675,9,0.2159807765,3,4,0
1,1.540844553,1,1.289969138,2,-0.6405086761,4,1,1,0,-1.568718859,3,1,3,3,1,-0.8585319448,-0.5593176552,9,-0.8769339967,3,3,3
1,-0.320053638,2,0.4597524213,1,1.703184147,3,6,2,1,-1.126010871,3,3,8,1,2,0.7321793436,-0.3905854128,9,-0.05724791682,3,3,3
0,0.2272693593,1,-1.639332829,1,-0.7638609299,3,6,3,1,-1.076821094,4,2,8,2,1,-0.02419973212,0.625741849,9,-0.05724791682,3,3,1
0,-0.8673766354,1,0.6927087537,2,-0.02374740672,4,3,4,1,-1.126010871,3,1,7,3,1,-0.7495674781,1.559318661,9,0.4892094698,3,3,1
0,0.3367339588,2,-0.5191598265,2,-0.02374740672,4,3,2,1,1.087529073,3,3,4,3,0,1.486009543,-0.07461637604,9,0.4892094698,3,3,0
1,-0.2105890386,1,-0.1622905514,3,0.09960484715,3,3,4,0,-0.5357335523,2,3,2,1,1,0.8077960105,1.013924352,9,0.4892094698,3,3,0
0,-0.2105890386,1,-0.4547250963,3,-1.010565438,3,2,2,0,0.9399597434,3,2,2,3,1,-0.3793431791,0.6105685916,9,-1.15016269,3,3,0
0,1.650309152,1,-1.349376543,2,-0.1470996606,4,5,3,1,-0.5849233289,3,1,7,1,1,-0.754665231,0.4284895024,9,-0.6037053034,3,3,0
0,-0.2105890386,1,-0.117681892,2,-0.02374740672,4,1,3,0,1.530237062,2,2,9,2,0,0.007873629413,0.713831038,9,1.035666856,3,3,0
1,1.650309152,1,0.5638392932,3,-0.5171564222,3,1,2,0,-0.09302556364,3,3,2,2,0,0.4127201664,1.014486324,9,1.035666856,3,3,0
0,0.2272693593,3,-0.9008116902,2,-0.02374740672,3,1,3,0,0.2021130955,3,2,7,2,0,0.05927597042,-0.7787679154,9,-0.05724791682,3,3,0
0,-0.8673766354,1,-0.8264639246,3,0.09960484715,3,3,3,0,-1.175200647,2,2,2,3,0,-0.1346510434,1.278472905,9,-1.15016269,3,3,0
1,-0.8673766354,1,0.7174913423,2,-1.010565438,4,3,1,0,-1.470339306,3,1,3,4,1,-0.3644747333,1.659349765,9,-0.3304766101,3,2,3
0,1.869238351,1,-1.056941998,2,1.209775132,4,3,4,1,1.431857509,3,2,5,1,2,-0.2162150886,1.174086513,9,-1.15016269,3,2,2
0,-0.1011244391,1,-0.6034206276,2,0.3463093549,4,1,3,1,0.4972517546,3,2,5,3,1,-0.3908131229,-0.2658275183,9,-0.8769339967,3,2,2
0,0.5556631577,1,1.470882034,2,-0.3938041683,3,3,3,0,0.8415801903,3,3,4,1,1,1.453936181,0.07430633581,9,-0.6037053034,3,2,1
0,0.1178047598,1,-0.2837252353,2,1.703184147,4,1,4,0,0.7923904138,3,2,9,4,2,-0.160989433,0.6442869414,9,-0.3304766101,3,2,1
0,-0.7579120359,2,0.5192306338,2,-0.5171564222,4,1,2,0,0.4480619781,2,1,3,4,2,-0.5824036667,-1.677502432,9,-0.8769339967,3,2,1
0,-0.320053638,1,1.359360386,2,-1.010565438,4,1,2,0,-1.027631318,3,2,3,4,1,-0.216427495,-0.1833580543,9,0.4892094698,3,2,1
0,0.3367339588,3,-0.853724772,2,0.8397183704,2,1,3,0,0.3988722016,3,1,3,3,2,-0.6284958485,-0.812205279,9,0.2159807765,3,2,1
0,-1.086305834,1,0.8215782142,2,0.8397183704,4,4,3,1,-1.42114953,3,1,7,2,1,-0.7841897161,-0.312892715,9,-0.3304766101,3,2,1
0,0.1178047598,1,1.136317089,2,-0.8872131838,4,1,4,0,1.087529073,3,2,5,3,1,0.01063491219,-0.9910530264,9,-0.3304766101,3,2,0
0,-0.538982837,3,0.7596217428,2,2.443297671,4,3,4,1,0.152923319,3,1,7,3,0,-0.5263283856,-0.4465016763,9,-0.8769339967,3,2,0
0,-0.7579120359,1,0.7174913423,2,0.09960484715,3,3,1,1,-0.09302556364,3,3,5,3,0,0.6720683415,-1.626081949,9,-0.3304766101,3,2,0
